pair,timeframe,strategy,family,rr,trail_trigger,trail_step,trades,wins,winrate,net_pnl,pnl_per_day,days_ge_20,active_days
BTCUSDm,1m,ema_cross_5_20,indicator,2.0,2.0,1.0,42453,19956,47.01,712490.06,11874.83,60,60
BTCUSDm,1m,ema_cross_8_20,indicator,2.0,2.0,1.0,42453,19965,47.03,707438.72,11790.65,60,60
BTCUSDm,1m,sma_cross_10_50,indicator,2.0,2.0,1.0,42453,20294,47.8,706155.06,11769.25,60,60
BTCUSDm,1m,ema_cross_5_50,indicator,2.0,2.0,1.0,42453,20031,47.18,704416.8,11740.28,60,60
BTCUSDm,1m,ema_cross_8_34,indicator,2.0,2.0,1.0,42453,20031,47.18,702980.12,11716.34,60,60
BTCUSDm,1m,sma_cross_5_50,indicator,2.0,2.0,1.0,42453,20126,47.41,702197.77,11703.3,60,60
BTCUSDm,1m,ema_cross_10_50,indicator,2.0,2.0,1.0,42453,20098,47.34,702018.99,11700.32,60,60
BTCUSDm,1m,sma_cross_5_20,indicator,2.0,2.0,1.0,42454,20072,47.28,701687.09,11694.78,60,60
BTCUSDm,1m,ema_cross_13_34,indicator,2.0,2.0,1.0,42453,20095,47.33,701397.66,11689.96,60,60
BTCUSDm,1m,sma_cross_8_34,indicator,2.0,2.0,1.0,42453,20124,47.4,700170.63,11669.51,60,60
BTCUSDm,1m,sma_cross_13_34,indicator,2.0,2.0,1.0,42453,20254,47.71,699023.09,11650.38,60,60
BTCUSDm,1m,sma_cross_8_20,indicator,2.0,2.0,1.0,42454,20159,47.48,698410.72,11640.18,60,60
BTCUSDm,1m,pressure_thrust_0.2,custom,2.0,2.0,1.0,36750,17121,46.59,604132.84,10068.88,60,60
BTCUSDm,1m,pressure_thrust_0.35,custom,2.0,2.0,1.0,30967,14280,46.11,516999.39,8616.66,60,60
BTCUSDm,1m,z_break_0.8,volatility,2.0,2.0,1.0,29926,13695,45.76,516837.76,8613.96,60,60
BTCUSDm,1m,z_revert_0.8,volatility,2.0,2.0,1.0,29925,15482,51.74,502291.65,8371.53,60,60
BTCUSDm,1m,z_break_1.0,volatility,2.0,2.0,1.0,25650,11731,45.73,451791.62,7529.86,60,60
BTCUSDm,1m,z_revert_1.0,volatility,2.0,2.0,1.0,25650,13300,51.85,431493.03,7191.55,60,60
BTCUSDm,1m,pressure_thrust_0.5,custom,2.0,2.0,1.0,24022,11065,46.06,413961.78,6899.36,60,60
BTCUSDm,1m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,21960,10009,45.58,386804.06,6446.73,60,60
BTCUSDm,1m,z_break_1.2,volatility,2.0,2.0,1.0,21260,9660,45.44,377679.48,6294.66,60,60
BTCUSDm,1m,z_revert_1.2,volatility,2.0,2.0,1.0,21260,11088,52.15,368184.08,6136.4,60,60
BTCUSDm,1m,rsi_trend_40_60,regime,2.0,2.0,1.0,17933,8134,45.36,345638.45,5760.64,60,60
BTCUSDm,1m,rsi_revert_40_60,regime,2.0,2.0,1.0,17933,9401,52.42,334410.77,5573.51,60,60
BTCUSDm,1m,pressure_thrust_0.65,custom,2.0,2.0,1.0,17013,7865,46.23,306717.47,5111.96,60,60
BTCUSDm,1m,z_break_1.5,volatility,2.0,2.0,1.0,14904,6748,45.28,280753.04,4679.22,60,60
BTCUSDm,1m,z_revert_1.5,volatility,2.0,2.0,1.0,14904,7825,52.5,269353.7,4489.23,60,60
BTCUSDm,1m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,13330,5901,44.27,243207.03,4053.45,60,60
BTCUSDm,1m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,12027,5378,44.72,238955.43,3982.59,60,60
BTCUSDm,1m,pressure_thrust_0.8,custom,2.0,2.0,1.0,11154,5067,45.43,210675.09,3511.25,60,60
BTCUSDm,1m,rsi_trend_35_65,regime,2.0,2.0,1.0,8850,3911,44.19,195405.65,3256.76,60,60
BTCUSDm,1m,rsi_revert_35_65,regime,2.0,2.0,1.0,8850,4762,53.81,194420.13,3240.34,60,60
BTCUSDm,1m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,8961,3869,43.18,166580.54,2776.34,60,60
BTCUSDm,1m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,6987,3066,43.88,146180.22,2436.34,60,60
BTCUSDm,1m,rsi_revert_30_70,regime,2.0,2.0,1.0,3739,2021,54.05,99131.3,1652.19,60,60
BTCUSDm,1m,rsi_trend_30_70,regime,2.0,2.0,1.0,3739,1646,44.02,98979.63,1649.66,60,60
BTCUSDm,1m,engulfing_body_0.2,pattern,2.0,2.0,1.0,5708,2717,47.6,97944.46,1632.41,60,60
BTCUSDm,1m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,4597,1939,42.18,96889.47,1614.82,60,60
BTCUSDm,1m,engulfing_body_0.35,pattern,2.0,2.0,1.0,5456,2592,47.51,93734.6,1562.24,60,60
BTCUSDm,1m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,4564,1921,42.09,84466.93,1407.78,60,60
BTCUSDm,1m,engulfing_body_0.5,pattern,2.0,2.0,1.0,4693,2219,47.28,79632.87,1327.21,60,60
BTCUSDm,1m,engulfing_body_0.65,pattern,2.0,2.0,1.0,3394,1587,46.76,57793.73,963.23,60,60
BTCUSDm,1m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,2275,942,41.41,50324.9,838.75,60,60
BTCUSDm,1m,rsi_revert_25_75,regime,2.0,2.0,1.0,1432,774,54.05,46197.53,769.96,60,60
BTCUSDm,1m,rsi_trend_25_75,regime,2.0,2.0,1.0,1432,633,44.2,42748.73,712.48,58,60
BTCUSDm,1m,engulfing_body_0.8,pattern,2.0,2.0,1.0,1904,864,45.38,30788.72,513.15,59,60
BTCUSDm,1m,rsi_revert_20_80,regime,2.0,2.0,1.0,445,249,55.96,19321.84,327.49,57,59
BTCUSDm,1m,rsi_trend_20_80,regime,2.0,2.0,1.0,445,188,42.25,15307.07,259.44,50,59
BTCUSDm,1m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCUSDm,1m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCUSDm,3m,sma_cross_8_34,indicator,2.0,2.0,1.0,14135,6784,47.99,439140.32,7319.01,60,60
BTCUSDm,3m,ema_cross_8_34,indicator,2.0,2.0,1.0,14135,6780,47.97,438073.55,7301.23,60,60
BTCUSDm,3m,ema_cross_13_34,indicator,2.0,2.0,1.0,14135,6773,47.92,437667.67,7294.46,60,60
BTCUSDm,3m,ema_cross_5_50,indicator,2.0,2.0,1.0,14135,6791,48.04,437644.29,7294.07,60,60
BTCUSDm,3m,ema_cross_10_50,indicator,2.0,2.0,1.0,14135,6778,47.95,436864.5,7281.07,60,60
BTCUSDm,3m,sma_cross_5_50,indicator,2.0,2.0,1.0,14135,6752,47.77,436483.77,7274.73,60,60
BTCUSDm,3m,sma_cross_13_34,indicator,2.0,2.0,1.0,14135,6762,47.84,436058.02,7267.63,60,60
BTCUSDm,3m,ema_cross_8_20,indicator,2.0,2.0,1.0,14135,6705,47.44,434764.81,7246.08,60,60
BTCUSDm,3m,sma_cross_10_50,indicator,2.0,2.0,1.0,14135,6769,47.89,434114.43,7235.24,60,60
BTCUSDm,3m,sma_cross_8_20,indicator,2.0,2.0,1.0,14135,6773,47.92,433793.48,7229.89,60,60
BTCUSDm,3m,sma_cross_5_20,indicator,2.0,2.0,1.0,14135,6704,47.43,432920.74,7215.35,60,60
BTCUSDm,3m,ema_cross_5_20,indicator,2.0,2.0,1.0,14135,6687,47.31,431970.51,7199.51,60,60
BTCUSDm,3m,pressure_thrust_0.2,custom,2.0,2.0,1.0,12069,5693,47.17,371589.58,6193.16,60,60
BTCUSDm,3m,pressure_thrust_0.35,custom,2.0,2.0,1.0,9979,4667,46.77,319991.6,5333.19,60,60
BTCUSDm,3m,z_revert_0.8,volatility,2.0,2.0,1.0,9837,5106,51.91,308959.09,5149.32,60,60
BTCUSDm,3m,z_break_0.8,volatility,2.0,2.0,1.0,9837,4525,46.0,306421.53,5107.03,60,60
BTCUSDm,3m,z_break_1.0,volatility,2.0,2.0,1.0,8370,3889,46.46,277338.61,4622.31,60,60
BTCUSDm,3m,z_revert_1.0,volatility,2.0,2.0,1.0,8370,4304,51.42,260505.76,4341.76,60,60
BTCUSDm,3m,pressure_thrust_0.5,custom,2.0,2.0,1.0,7500,3427,45.69,240315.49,4005.26,60,60
BTCUSDm,3m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,7220,3306,45.79,236882.28,3948.04,60,60
BTCUSDm,3m,z_break_1.2,volatility,2.0,2.0,1.0,6997,3227,46.12,234547.16,3909.12,60,60
BTCUSDm,3m,z_revert_1.2,volatility,2.0,2.0,1.0,6997,3632,51.91,222217.9,3703.63,60,60
BTCUSDm,3m,rsi_trend_40_60,regime,2.0,2.0,1.0,5976,2720,45.52,212595.19,3543.25,60,60
BTCUSDm,3m,rsi_revert_40_60,regime,2.0,2.0,1.0,5976,3145,52.63,205065.49,3417.76,60,60
BTCUSDm,3m,pressure_thrust_0.65,custom,2.0,2.0,1.0,5020,2276,45.34,171034.08,2850.57,60,60
BTCUSDm,3m,z_break_1.5,volatility,2.0,2.0,1.0,4899,2238,45.68,168734.01,2812.23,60,60
BTCUSDm,3m,z_revert_1.5,volatility,2.0,2.0,1.0,4899,2568,52.42,159942.82,2665.71,60,60
BTCUSDm,3m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,3729,1703,45.67,147832.27,2463.87,60,60
BTCUSDm,3m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,4184,1868,44.65,145181.12,2419.69,60,60
BTCUSDm,3m,rsi_trend_35_65,regime,2.0,2.0,1.0,3053,1347,44.12,122341.04,2039.02,60,60
BTCUSDm,3m,rsi_revert_35_65,regime,2.0,2.0,1.0,3053,1652,54.11,120163.18,2002.72,59,60
BTCUSDm,3m,pressure_thrust_0.8,custom,2.0,2.0,1.0,3119,1419,45.5,116242.05,1937.37,60,60
BTCUSDm,3m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,2745,1215,44.26,101411.69,1690.19,60,60
BTCUSDm,3m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,2122,919,43.31,86947.52,1449.13,60,60
BTCUSDm,3m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,1371,608,44.35,62780.05,1046.33,58,60
BTCUSDm,3m,rsi_revert_30_70,regime,2.0,2.0,1.0,1329,723,54.4,60541.29,1009.02,60,60
BTCUSDm,3m,engulfing_body_0.2,pattern,2.0,2.0,1.0,1949,903,46.33,58573.5,976.22,59,60
BTCUSDm,3m,rsi_trend_30_70,regime,2.0,2.0,1.0,1329,588,44.24,57864.67,964.41,59,60
BTCUSDm,3m,engulfing_body_0.35,pattern,2.0,2.0,1.0,1863,858,46.05,56927.91,948.8,59,60
BTCUSDm,3m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,1266,536,42.34,53116.65,885.28,59,60
BTCUSDm,3m,engulfing_body_0.5,pattern,2.0,2.0,1.0,1577,732,46.42,49303.33,821.72,59,60
BTCUSDm,3m,engulfing_body_0.65,pattern,2.0,2.0,1.0,1064,491,46.15,33179.62,552.99,59,60
BTCUSDm,3m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,618,255,41.26,31330.55,531.03,54,59
BTCUSDm,3m,rsi_trend_25_75,regime,2.0,2.0,1.0,482,220,45.64,28827.26,488.6,50,59
BTCUSDm,3m,rsi_revert_25_75,regime,2.0,2.0,1.0,482,260,53.94,25471.44,431.72,56,59
BTCUSDm,3m,engulfing_body_0.8,pattern,2.0,2.0,1.0,504,235,46.63,16269.28,271.15,57,60
BTCUSDm,3m,rsi_revert_20_80,regime,2.0,2.0,1.0,165,97,58.79,12141.08,238.06,38,51
BTCUSDm,3m,rsi_trend_20_80,regime,2.0,2.0,1.0,165,70,42.42,11891.04,233.16,32,51
BTCUSDm,3m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCUSDm,3m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCUSDm,5m,sma_cross_10_50,indicator,2.0,2.0,1.0,8471,4060,47.93,340311.04,5767.98,59,59
BTCUSDm,5m,ema_cross_10_50,indicator,2.0,2.0,1.0,8471,4017,47.42,339861.01,5760.36,59,59
BTCUSDm,5m,ema_cross_13_34,indicator,2.0,2.0,1.0,8471,4010,47.34,338610.85,5739.17,59,59
BTCUSDm,5m,sma_cross_8_20,indicator,2.0,2.0,1.0,8471,4054,47.86,338288.51,5733.7,59,59
BTCUSDm,5m,sma_cross_5_20,indicator,2.0,2.0,1.0,8471,4029,47.56,338159.63,5731.52,59,59
BTCUSDm,5m,sma_cross_5_50,indicator,2.0,2.0,1.0,8471,4015,47.4,336848.65,5709.3,59,59
BTCUSDm,5m,ema_cross_5_50,indicator,2.0,2.0,1.0,8471,4015,47.4,336784.88,5708.22,59,59
BTCUSDm,5m,ema_cross_8_34,indicator,2.0,2.0,1.0,8471,3979,46.97,335465.34,5685.85,59,59
BTCUSDm,5m,sma_cross_8_34,indicator,2.0,2.0,1.0,8471,4012,47.36,334590.76,5671.03,59,59
BTCUSDm,5m,ema_cross_8_20,indicator,2.0,2.0,1.0,8471,3999,47.21,334024.11,5661.43,59,59
BTCUSDm,5m,ema_cross_5_20,indicator,2.0,2.0,1.0,8471,3990,47.1,333874.87,5658.9,59,59
BTCUSDm,5m,sma_cross_13_34,indicator,2.0,2.0,1.0,8471,4047,47.77,332747.46,5639.79,59,59
BTCUSDm,5m,pressure_thrust_0.2,custom,2.0,2.0,1.0,7145,3428,47.98,288860.46,4895.94,59,59
BTCUSDm,5m,z_break_0.8,volatility,2.0,2.0,1.0,5865,2755,46.97,246822.54,4183.43,59,59
BTCUSDm,5m,pressure_thrust_0.35,custom,2.0,2.0,1.0,5830,2767,47.46,242992.53,4118.52,59,59
BTCUSDm,5m,z_revert_0.8,volatility,2.0,2.0,1.0,5865,3010,51.32,228660.86,3875.61,59,59
BTCUSDm,5m,z_break_1.0,volatility,2.0,2.0,1.0,4997,2337,46.77,214944.89,3643.13,59,59
BTCUSDm,5m,z_revert_1.0,volatility,2.0,2.0,1.0,4997,2580,51.63,199912.67,3388.35,59,59
BTCUSDm,5m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,4242,1966,46.35,181385.96,3074.34,59,59
BTCUSDm,5m,pressure_thrust_0.5,custom,2.0,2.0,1.0,4260,2010,47.18,180987.71,3067.59,59,59
BTCUSDm,5m,z_revert_1.2,volatility,2.0,2.0,1.0,4123,2147,52.07,176973.7,2999.55,59,59
BTCUSDm,5m,z_break_1.2,volatility,2.0,2.0,1.0,4123,1908,46.28,176468.88,2991.0,59,59
BTCUSDm,5m,rsi_trend_40_60,regime,2.0,2.0,1.0,3654,1671,45.73,168692.84,2859.2,59,59
BTCUSDm,5m,rsi_revert_40_60,regime,2.0,2.0,1.0,3654,1917,52.46,161555.21,2738.22,59,59
BTCUSDm,5m,z_break_1.5,volatility,2.0,2.0,1.0,2852,1341,47.02,135205.63,2291.62,59,59
BTCUSDm,5m,pressure_thrust_0.65,custom,2.0,2.0,1.0,2788,1304,46.77,127830.29,2166.62,59,59
BTCUSDm,5m,z_revert_1.5,volatility,2.0,2.0,1.0,2852,1473,51.65,124221.64,2105.45,59,59
BTCUSDm,5m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,2445,1148,46.95,114458.01,1939.97,59,59
BTCUSDm,5m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,2205,1031,46.76,110420.94,1871.54,59,59
BTCUSDm,5m,rsi_revert_35_65,regime,2.0,2.0,1.0,1852,990,53.46,94508.61,1601.84,59,59
BTCUSDm,5m,rsi_trend_35_65,regime,2.0,2.0,1.0,1852,833,44.98,90464.41,1533.3,59,59
BTCUSDm,5m,pressure_thrust_0.8,custom,2.0,2.0,1.0,1728,792,45.83,88349.63,1497.45,59,59
BTCUSDm,5m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,1610,744,46.21,76906.54,1303.5,59,59
BTCUSDm,5m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,1211,576,47.56,73095.81,1238.91,59,59
BTCUSDm,5m,rsi_revert_30_70,regime,2.0,2.0,1.0,826,470,56.9,54333.62,920.91,59,59
BTCUSDm,5m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,804,372,46.27,49073.2,831.75,59,59
BTCUSDm,5m,engulfing_body_0.2,pattern,2.0,2.0,1.0,1122,547,48.75,46444.78,787.2,59,59
BTCUSDm,5m,rsi_trend_30_70,regime,2.0,2.0,1.0,826,344,41.65,44030.95,746.29,58,59
BTCUSDm,5m,engulfing_body_0.35,pattern,2.0,2.0,1.0,1066,516,48.41,43596.36,738.92,59,59
BTCUSDm,5m,engulfing_body_0.5,pattern,2.0,2.0,1.0,899,435,48.39,37593.55,637.18,59,59
BTCUSDm,5m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,717,312,43.51,33036.89,559.95,56,59
BTCUSDm,5m,engulfing_body_0.65,pattern,2.0,2.0,1.0,619,299,48.3,27297.66,462.67,57,59
BTCUSDm,5m,rsi_revert_25_75,regime,2.0,2.0,1.0,309,166,53.72,21934.25,378.18,52,58
BTCUSDm,5m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,360,157,43.61,19923.63,337.69,47,59
BTCUSDm,5m,rsi_trend_25_75,regime,2.0,2.0,1.0,309,137,44.34,19230.71,331.56,45,58
BTCUSDm,5m,rsi_revert_20_80,regime,2.0,2.0,1.0,103,56,54.37,11197.12,273.1,33,41
BTCUSDm,5m,engulfing_body_0.8,pattern,2.0,2.0,1.0,297,146,49.16,14175.12,240.26,47,59
BTCUSDm,5m,rsi_trend_20_80,regime,2.0,2.0,1.0,103,46,44.66,9518.46,232.16,25,41
BTCUSDm,5m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCUSDm,5m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,sma_cross_10_50,indicator,2.0,2.0,1.0,4,4,100.0,6.13,1.53,0,4
BTCXAUm,1m,engulfing_body_0.8,pattern,2.0,2.0,1.0,4,3,75.0,3.91,0.98,0,4
BTCXAUm,1m,ema_cross_5_20,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,sma_cross_5_20,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,ema_cross_8_34,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,ema_cross_10_50,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,ema_cross_13_34,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,ema_cross_5_50,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,sma_cross_5_50,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,ema_cross_8_20,indicator,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,rsi_trend_40_60,regime,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,5,4,80.0,3.89,0.78,0,5
BTCXAUm,1m,z_break_0.8,volatility,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,z_break_1.0,volatility,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,z_break_1.2,volatility,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,z_break_1.5,volatility,2.0,2.0,1.0,5,4,80.0,3.92,0.78,0,5
BTCXAUm,1m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,5,4,80.0,3.86,0.77,0,5
BTCXAUm,1m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,5,4,80.0,3.58,0.72,0,5
BTCXAUm,1m,rsi_revert_30_70,regime,2.0,2.0,1.0,4,3,75.0,2.84,0.71,0,4
BTCXAUm,1m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,5,4,80.0,3.56,0.71,0,5
BTCXAUm,1m,rsi_revert_35_65,regime,2.0,2.0,1.0,4,3,75.0,2.81,0.7,0,4
BTCXAUm,1m,engulfing_body_0.2,pattern,2.0,2.0,1.0,4,3,75.0,2.58,0.65,0,4
BTCXAUm,1m,engulfing_body_0.35,pattern,2.0,2.0,1.0,4,3,75.0,2.58,0.65,0,4
BTCXAUm,1m,engulfing_body_0.5,pattern,2.0,2.0,1.0,4,3,75.0,2.58,0.65,0,4
BTCXAUm,1m,engulfing_body_0.65,pattern,2.0,2.0,1.0,4,3,75.0,2.58,0.65,0,4
BTCXAUm,1m,z_revert_1.5,volatility,2.0,2.0,1.0,5,3,60.0,1.37,0.27,0,5
BTCXAUm,1m,rsi_trend_20_80,regime,2.0,2.0,1.0,6,3,50.0,0.52,0.09,0,6
BTCXAUm,1m,rsi_revert_20_80,regime,2.0,2.0,1.0,5,3,60.0,0.38,0.08,0,5
BTCXAUm,1m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,pressure_thrust_0.2,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,pressure_thrust_0.35,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,pressure_thrust_0.5,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,pressure_thrust_0.65,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,pressure_thrust_0.8,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,1m,sma_cross_8_34,indicator,2.0,2.0,1.0,6,3,50.0,-1.76,-0.35,0,5
BTCXAUm,1m,sma_cross_13_34,indicator,2.0,2.0,1.0,6,3,50.0,-1.76,-0.35,0,5
BTCXAUm,1m,sma_cross_8_20,indicator,2.0,2.0,1.0,6,3,50.0,-1.76,-0.35,0,5
BTCXAUm,1m,rsi_trend_35_65,regime,2.0,2.0,1.0,6,3,50.0,-1.8,-0.36,0,5
BTCXAUm,1m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,6,3,50.0,-1.92,-0.38,0,5
BTCXAUm,1m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,6,3,50.0,-1.92,-0.38,0,5
BTCXAUm,1m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,6,3,50.0,-1.93,-0.39,0,5
BTCXAUm,1m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,6,3,50.0,-1.98,-0.4,0,5
BTCXAUm,1m,rsi_revert_40_60,regime,2.0,2.0,1.0,6,2,33.33,-2.92,-0.49,0,6
BTCXAUm,1m,z_revert_0.8,volatility,2.0,2.0,1.0,6,2,33.33,-2.92,-0.49,0,6
BTCXAUm,1m,z_revert_1.0,volatility,2.0,2.0,1.0,6,2,33.33,-2.92,-0.49,0,6
BTCXAUm,1m,z_revert_1.2,volatility,2.0,2.0,1.0,6,2,33.33,-2.92,-0.49,0,6
BTCXAUm,1m,rsi_revert_25_75,regime,2.0,2.0,1.0,6,2,33.33,-3.5,-0.58,0,6
BTCXAUm,1m,rsi_trend_30_70,regime,2.0,2.0,1.0,5,1,20.0,-2.68,-0.67,0,4
BTCXAUm,1m,rsi_trend_25_75,regime,2.0,2.0,1.0,6,2,33.33,-5.36,-0.89,0,6
BTCXAUm,3m,ema_cross_5_20,indicator,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,sma_cross_8_34,indicator,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,sma_cross_13_34,indicator,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,sma_cross_8_20,indicator,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,rsi_trend_40_60,regime,2.0,2.0,1.0,4,4,100.0,9.11,2.28,0,4
BTCXAUm,3m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,4,4,100.0,9.11,2.28,0,4
BTCXAUm,3m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,4,4,100.0,9.11,2.28,0,4
BTCXAUm,3m,z_break_0.8,volatility,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,z_break_1.0,volatility,2.0,2.0,1.0,4,4,100.0,9.12,2.28,0,4
BTCXAUm,3m,z_break_1.2,volatility,2.0,2.0,1.0,4,4,100.0,9.11,2.28,0,4
BTCXAUm,3m,z_break_1.5,volatility,2.0,2.0,1.0,4,4,100.0,9.11,2.28,0,4
BTCXAUm,3m,rsi_trend_35_65,regime,2.0,2.0,1.0,4,4,100.0,9.09,2.27,0,4
BTCXAUm,3m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,4,4,100.0,9.08,2.27,0,4
BTCXAUm,3m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,4,4,100.0,9.09,2.27,0,4
