pair,timeframe,strategy,family,rr,trail_trigger,trail_step,trades,wins,winrate,net_pnl,pnl_per_day,days_ge_20,active_days
BTCXAUm,3m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,4,4,100.0,9.03,2.26,0,4
BTCXAUm,3m,rsi_trend_20_80,regime,2.0,2.0,1.0,4,2,50.0,3.02,0.76,0,4
BTCXAUm,3m,sma_cross_5_20,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,ema_cross_8_34,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,ema_cross_10_50,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,sma_cross_10_50,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,ema_cross_13_34,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,ema_cross_5_50,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,sma_cross_5_50,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,ema_cross_8_20,indicator,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,rsi_revert_30_70,regime,2.0,2.0,1.0,5,3,60.0,2.19,0.44,0,5
BTCXAUm,3m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,6,4,66.67,2.62,0.44,0,6
BTCXAUm,3m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,6,4,66.67,2.58,0.43,0,6
BTCXAUm,3m,engulfing_body_0.35,pattern,2.0,2.0,1.0,6,3,50.0,2.37,0.4,0,6
BTCXAUm,3m,engulfing_body_0.5,pattern,2.0,2.0,1.0,6,3,50.0,2.37,0.4,0,6
BTCXAUm,3m,rsi_revert_25_75,regime,2.0,2.0,1.0,5,2,40.0,1.23,0.25,0,5
BTCXAUm,3m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,pressure_thrust_0.2,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,pressure_thrust_0.35,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,pressure_thrust_0.5,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,pressure_thrust_0.65,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,pressure_thrust_0.8,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,3m,engulfing_body_0.8,pattern,2.0,2.0,1.0,6,3,50.0,-0.08,-0.01,0,6
BTCXAUm,3m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,6,3,50.0,-0.12,-0.02,0,6
BTCXAUm,3m,rsi_revert_20_80,regime,2.0,2.0,1.0,5,2,40.0,-3.2,-0.64,0,5
BTCXAUm,3m,engulfing_body_0.2,pattern,2.0,2.0,1.0,7,2,28.57,-5.63,-0.8,0,7
BTCXAUm,3m,z_revert_1.5,volatility,2.0,2.0,1.0,7,2,28.57,-5.78,-0.83,0,7
BTCXAUm,3m,rsi_revert_35_65,regime,2.0,2.0,1.0,7,2,28.57,-5.86,-0.84,0,7
BTCXAUm,3m,rsi_revert_40_60,regime,2.0,2.0,1.0,7,2,28.57,-5.86,-0.84,0,7
BTCXAUm,3m,z_revert_0.8,volatility,2.0,2.0,1.0,7,2,28.57,-5.86,-0.84,0,7
BTCXAUm,3m,z_revert_1.0,volatility,2.0,2.0,1.0,7,2,28.57,-5.86,-0.84,0,7
BTCXAUm,3m,z_revert_1.2,volatility,2.0,2.0,1.0,7,2,28.57,-5.86,-0.84,0,7
BTCXAUm,3m,rsi_trend_30_70,regime,2.0,2.0,1.0,6,1,16.67,-6.2,-1.03,0,6
BTCXAUm,3m,rsi_trend_25_75,regime,2.0,2.0,1.0,8,2,25.0,-8.41,-1.05,0,8
BTCXAUm,3m,engulfing_body_0.65,pattern,2.0,2.0,1.0,7,2,28.57,-7.99,-1.14,0,7
BTCXAUm,5m,sma_cross_8_34,indicator,2.0,2.0,1.0,4,4,100.0,9.17,2.29,0,4
BTCXAUm,5m,ema_cross_10_50,indicator,2.0,2.0,1.0,4,4,100.0,9.17,2.29,0,4
BTCXAUm,5m,sma_cross_10_50,indicator,2.0,2.0,1.0,4,4,100.0,9.17,2.29,0,4
BTCXAUm,5m,sma_cross_13_34,indicator,2.0,2.0,1.0,4,4,100.0,9.17,2.29,0,4
BTCXAUm,5m,sma_cross_5_50,indicator,2.0,2.0,1.0,4,4,100.0,9.17,2.29,0,4
BTCXAUm,5m,engulfing_body_0.5,pattern,2.0,2.0,1.0,4,4,100.0,9.07,2.27,0,4
BTCXAUm,5m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,4,4,100.0,9.03,2.26,0,4
BTCXAUm,5m,engulfing_body_0.65,pattern,2.0,2.0,1.0,4,3,75.0,7.21,1.8,0,4
BTCXAUm,5m,rsi_revert_20_80,regime,2.0,2.0,1.0,4,2,50.0,3.15,0.79,0,4
BTCXAUm,5m,rsi_trend_20_80,regime,2.0,2.0,1.0,5,3,60.0,3.15,0.63,0,5
BTCXAUm,5m,rsi_trend_35_65,regime,2.0,2.0,1.0,6,4,66.67,2.66,0.44,0,6
BTCXAUm,5m,ema_cross_5_20,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,sma_cross_5_20,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,ema_cross_8_34,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,ema_cross_13_34,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,ema_cross_5_50,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,ema_cross_8_20,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,sma_cross_8_20,indicator,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,rsi_trend_40_60,regime,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,6,4,66.67,2.56,0.43,0,6
BTCXAUm,5m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,6,4,66.67,2.56,0.43,0,6
BTCXAUm,5m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,6,4,66.67,2.58,0.43,0,6
BTCXAUm,5m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,z_break_0.8,volatility,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,z_break_1.0,volatility,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,z_break_1.2,volatility,2.0,2.0,1.0,6,4,66.67,2.61,0.43,0,6
BTCXAUm,5m,z_break_1.5,volatility,2.0,2.0,1.0,6,4,66.67,2.6,0.43,0,6
BTCXAUm,5m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,6,4,66.67,2.52,0.42,0,6
BTCXAUm,5m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,6,4,66.67,2.53,0.42,0,6
BTCXAUm,5m,z_revert_1.5,volatility,2.0,2.0,1.0,6,3,50.0,2.31,0.38,0,6
BTCXAUm,5m,rsi_revert_35_65,regime,2.0,2.0,1.0,6,3,50.0,2.21,0.37,0,6
BTCXAUm,5m,rsi_revert_40_60,regime,2.0,2.0,1.0,6,3,50.0,2.21,0.37,0,6
BTCXAUm,5m,z_revert_0.8,volatility,2.0,2.0,1.0,6,3,50.0,2.21,0.37,0,6
BTCXAUm,5m,z_revert_1.0,volatility,2.0,2.0,1.0,6,3,50.0,2.21,0.37,0,6
BTCXAUm,5m,z_revert_1.2,volatility,2.0,2.0,1.0,6,3,50.0,2.21,0.37,0,6
BTCXAUm,5m,rsi_revert_30_70,regime,2.0,2.0,1.0,5,2,40.0,1.25,0.25,0,5
BTCXAUm,5m,engulfing_body_0.2,pattern,2.0,2.0,1.0,5,3,60.0,1.07,0.21,0,5
BTCXAUm,5m,engulfing_body_0.35,pattern,2.0,2.0,1.0,5,3,60.0,1.07,0.21,0,5
BTCXAUm,5m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,pressure_thrust_0.2,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,pressure_thrust_0.35,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,pressure_thrust_0.5,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,pressure_thrust_0.65,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,pressure_thrust_0.8,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
BTCXAUm,5m,rsi_trend_25_75,regime,2.0,2.0,1.0,6,2,33.33,-1.14,-0.19,0,6
BTCXAUm,5m,engulfing_body_0.8,pattern,2.0,2.0,1.0,7,3,42.86,-3.54,-0.51,0,7
BTCXAUm,5m,rsi_revert_25_75,regime,2.0,2.0,1.0,5,1,20.0,-5.22,-1.04,0,5
BTCXAUm,5m,rsi_trend_30_70,regime,2.0,2.0,1.0,6,1,16.67,-6.29,-1.05,0,6
ETHUSDm,1m,z_revert_0.8,volatility,2.0,2.0,1.0,18702,8893,47.55,8699.4,138.09,59,63
ETHUSDm,1m,z_revert_1.0,volatility,2.0,2.0,1.0,16670,7942,47.64,7836.17,124.38,62,63
ETHUSDm,1m,z_revert_1.2,volatility,2.0,2.0,1.0,14665,7070,48.21,7249.07,115.06,60,63
ETHUSDm,1m,rsi_revert_40_60,regime,2.0,2.0,1.0,12505,6135,49.06,7048.41,111.88,61,63
ETHUSDm,1m,sma_cross_10_50,indicator,2.0,2.0,1.0,24191,10272,42.46,6213.16,98.62,53,63
ETHUSDm,1m,z_revert_1.5,volatility,2.0,2.0,1.0,11458,5541,48.36,5935.11,94.21,61,63
ETHUSDm,1m,sma_cross_13_34,indicator,2.0,2.0,1.0,24224,10196,42.09,5792.92,91.95,49,63
ETHUSDm,1m,sma_cross_8_20,indicator,2.0,2.0,1.0,24224,10176,42.01,5668.78,89.98,42,63
ETHUSDm,1m,sma_cross_8_34,indicator,2.0,2.0,1.0,24236,10187,42.03,5630.06,89.37,49,63
ETHUSDm,1m,ema_cross_10_50,indicator,2.0,2.0,1.0,24219,10135,41.85,5606.01,88.98,41,63
ETHUSDm,1m,sma_cross_5_20,indicator,2.0,2.0,1.0,24254,10139,41.8,5576.03,88.51,42,63
ETHUSDm,1m,ema_cross_5_50,indicator,2.0,2.0,1.0,24264,10121,41.71,5518.9,87.6,38,63
ETHUSDm,1m,sma_cross_5_50,indicator,2.0,2.0,1.0,24265,10141,41.79,5446.05,86.45,42,63
ETHUSDm,1m,ema_cross_8_34,indicator,2.0,2.0,1.0,24262,10120,41.71,5395.92,85.65,41,63
ETHUSDm,1m,ema_cross_13_34,indicator,2.0,2.0,1.0,24263,10115,41.69,5387.27,85.51,42,63
ETHUSDm,1m,ema_cross_8_20,indicator,2.0,2.0,1.0,24284,10097,41.58,5291.23,83.99,37,63
ETHUSDm,1m,ema_cross_5_20,indicator,2.0,2.0,1.0,24287,10047,41.37,5107.34,81.07,38,63
ETHUSDm,1m,rsi_revert_35_65,regime,2.0,2.0,1.0,7025,3464,49.31,4423.75,70.22,57,63
ETHUSDm,1m,z_break_0.8,volatility,2.0,2.0,1.0,18307,7385,40.34,3352.23,53.21,36,63
ETHUSDm,1m,z_break_1.0,volatility,2.0,2.0,1.0,16150,6496,40.22,3056.68,48.52,33,63
ETHUSDm,1m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,13177,5343,40.55,2956.31,46.93,38,63
ETHUSDm,1m,z_break_1.2,volatility,2.0,2.0,1.0,13926,5576,40.04,2701.65,42.88,33,63
ETHUSDm,1m,rsi_revert_30_70,regime,2.0,2.0,1.0,3399,1677,49.34,2361.69,37.49,47,63
ETHUSDm,1m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,7390,2923,39.55,1991.42,31.61,31,63
ETHUSDm,1m,z_break_1.5,volatility,2.0,2.0,1.0,10691,4246,39.72,1979.9,31.43,31,63
ETHUSDm,1m,rsi_trend_40_60,regime,2.0,2.0,1.0,12133,4692,38.67,1906.73,30.27,29,63
ETHUSDm,1m,rsi_trend_35_65,regime,2.0,2.0,1.0,6656,2579,38.75,1668.82,26.49,28,63
ETHUSDm,1m,rsi_revert_25_75,regime,2.0,2.0,1.0,1428,715,50.07,1299.08,20.95,25,62
ETHUSDm,1m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,9025,3550,39.34,1305.99,20.73,26,63
ETHUSDm,1m,rsi_trend_30_70,regime,2.0,2.0,1.0,3240,1240,38.27,965.07,15.32,22,63
ETHUSDm,1m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,4848,1884,38.86,906.47,14.39,25,63
ETHUSDm,1m,engulfing_body_0.35,pattern,2.0,2.0,1.0,4270,1832,42.9,850.68,13.5,26,63
ETHUSDm,1m,engulfing_body_0.2,pattern,2.0,2.0,1.0,4442,1891,42.57,843.32,13.39,25,63
ETHUSDm,1m,engulfing_body_0.5,pattern,2.0,2.0,1.0,3831,1655,43.2,828.69,13.15,23,63
ETHUSDm,1m,rsi_revert_20_80,regime,2.0,2.0,1.0,518,263,50.77,646.77,10.43,8,62
ETHUSDm,1m,engulfing_body_0.65,pattern,2.0,2.0,1.0,3021,1303,43.13,598.82,9.51,17,63
ETHUSDm,1m,rsi_trend_25_75,regime,2.0,2.0,1.0,1368,518,37.87,542.57,8.75,14,62
ETHUSDm,1m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,6893,2644,38.36,545.69,8.66,19,63
ETHUSDm,1m,engulfing_body_0.8,pattern,2.0,2.0,1.0,1921,847,44.09,470.92,7.47,12,63
ETHUSDm,1m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,3623,1362,37.59,386.11,6.13,14,63
ETHUSDm,1m,rsi_trend_20_80,regime,2.0,2.0,1.0,510,198,38.82,349.4,5.64,10,62
ETHUSDm,1m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,4292,1640,38.21,200.2,3.18,13,63
ETHUSDm,1m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,2125,781,36.75,57.06,0.91,5,63
ETHUSDm,1m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,pressure_thrust_0.2,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,pressure_thrust_0.35,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,pressure_thrust_0.5,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,pressure_thrust_0.65,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,1m,pressure_thrust_0.8,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,sma_cross_13_34,indicator,2.0,2.0,1.0,16638,7048,42.36,8333.5,91.58,74,91
ETHUSDm,3m,ema_cross_13_34,indicator,2.0,2.0,1.0,16688,6994,41.91,8191.94,90.02,68,91
ETHUSDm,3m,ema_cross_10_50,indicator,2.0,2.0,1.0,16688,6983,41.84,8144.4,89.5,70,91
ETHUSDm,3m,sma_cross_10_50,indicator,2.0,2.0,1.0,16658,6977,41.88,8004.44,87.96,72,91
ETHUSDm,3m,sma_cross_8_34,indicator,2.0,2.0,1.0,16688,6982,41.84,7974.31,87.63,70,91
ETHUSDm,3m,ema_cross_5_50,indicator,2.0,2.0,1.0,16721,6942,41.52,7882.27,86.62,69,91
ETHUSDm,3m,ema_cross_8_20,indicator,2.0,2.0,1.0,16715,6889,41.21,7811.27,85.84,66,91
ETHUSDm,3m,ema_cross_8_34,indicator,2.0,2.0,1.0,16716,6936,41.49,7775.01,85.44,69,91
ETHUSDm,3m,sma_cross_8_20,indicator,2.0,2.0,1.0,16677,6941,41.62,7744.2,85.1,73,91
ETHUSDm,3m,sma_cross_5_50,indicator,2.0,2.0,1.0,16700,6922,41.45,7683.41,84.43,68,91
ETHUSDm,3m,sma_cross_5_20,indicator,2.0,2.0,1.0,16713,6912,41.36,7635.72,83.91,69,91
ETHUSDm,3m,ema_cross_5_20,indicator,2.0,2.0,1.0,16696,6839,40.96,7594.05,83.45,70,91
ETHUSDm,3m,z_revert_0.8,volatility,2.0,2.0,1.0,12055,5672,47.05,7561.03,83.09,83,91
ETHUSDm,3m,z_revert_1.0,volatility,2.0,2.0,1.0,10457,4959,47.42,6635.94,72.92,81,91
ETHUSDm,3m,rsi_revert_40_60,regime,2.0,2.0,1.0,7557,3680,48.7,5939.9,65.27,82,91
ETHUSDm,3m,z_revert_1.2,volatility,2.0,2.0,1.0,8878,4188,47.17,5695.35,62.59,76,91
ETHUSDm,3m,z_break_0.8,volatility,2.0,2.0,1.0,11837,4744,40.08,5600.31,61.54,60,91
ETHUSDm,3m,z_revert_1.5,volatility,2.0,2.0,1.0,6565,3179,48.42,4708.94,51.75,73,91
ETHUSDm,3m,z_break_1.0,volatility,2.0,2.0,1.0,10175,4032,39.63,4565.22,50.17,57,91
ETHUSDm,3m,z_break_1.2,volatility,2.0,2.0,1.0,8577,3387,39.49,4196.85,46.12,56,91
ETHUSDm,3m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,7978,3155,39.55,4124.28,45.32,60,91
ETHUSDm,3m,rsi_revert_35_65,regime,2.0,2.0,1.0,3979,2010,50.52,4094.34,44.99,70,91
ETHUSDm,3m,rsi_trend_40_60,regime,2.0,2.0,1.0,7387,2814,38.09,3290.95,36.16,55,91
ETHUSDm,3m,z_break_1.5,volatility,2.0,2.0,1.0,6286,2431,38.67,3130.16,34.4,49,91
ETHUSDm,3m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,4128,1573,38.11,2485.86,27.32,45,91
ETHUSDm,3m,rsi_trend_35_65,regime,2.0,2.0,1.0,3906,1460,37.38,2439.43,26.81,41,91
ETHUSDm,3m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,4810,1877,39.02,2435.57,26.76,50,91
ETHUSDm,3m,rsi_revert_30_70,regime,2.0,2.0,1.0,1849,947,51.22,2149.56,23.88,44,90
ETHUSDm,3m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,2318,885,38.18,1731.94,19.03,34,91
ETHUSDm,3m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,3313,1261,38.06,1465.79,16.11,31,91
ETHUSDm,3m,rsi_trend_30_70,regime,2.0,2.0,1.0,1827,665,36.4,1446.82,16.08,30,90
ETHUSDm,3m,rsi_revert_25_75,regime,2.0,2.0,1.0,748,407,54.41,1311.13,14.73,23,89
ETHUSDm,3m,engulfing_body_0.2,pattern,2.0,2.0,1.0,2314,952,41.14,917.44,10.19,22,90
ETHUSDm,3m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,1575,570,36.19,906.11,9.96,20,91
ETHUSDm,3m,engulfing_body_0.35,pattern,2.0,2.0,1.0,2202,895,40.64,794.31,8.83,19,90
ETHUSDm,3m,engulfing_body_0.5,pattern,2.0,2.0,1.0,1898,760,40.04,634.31,7.05,15,90
ETHUSDm,3m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,1743,645,37.01,593.21,6.52,13,91
ETHUSDm,3m,rsi_trend_25_75,regime,2.0,2.0,1.0,749,251,33.51,578.44,6.5,13,89
ETHUSDm,3m,rsi_trend_20_80,regime,2.0,2.0,1.0,251,102,40.64,464.15,6.45,8,72
ETHUSDm,3m,rsi_revert_20_80,regime,2.0,2.0,1.0,251,127,50.6,460.11,6.39,7,72
ETHUSDm,3m,engulfing_body_0.65,pattern,2.0,2.0,1.0,1375,553,40.22,505.3,5.61,9,90
ETHUSDm,3m,donchian_break_50_k0.2,structure,2.0,2.0,1.0,789,278,35.23,414.0,4.55,8,91
ETHUSDm,3m,engulfing_body_0.8,pattern,2.0,2.0,1.0,728,304,41.76,324.75,3.61,4,90
ETHUSDm,3m,donchian_break_20_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,donchian_break_50_k0.0,structure,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,pressure_thrust_0.2,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,pressure_thrust_0.35,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,pressure_thrust_0.5,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,pressure_thrust_0.65,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,3m,pressure_thrust_0.8,custom,2.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0
ETHUSDm,5m,sma_cross_8_34,indicator,2.0,2.0,1.0,11199,4681,41.8,7647.8,84.98,74,90
ETHUSDm,5m,sma_cross_13_34,indicator,2.0,2.0,1.0,11201,4719,42.13,7607.39,84.53,74,90
ETHUSDm,5m,sma_cross_8_20,indicator,2.0,2.0,1.0,11212,4654,41.51,7532.04,83.69,71,90
ETHUSDm,5m,sma_cross_10_50,indicator,2.0,2.0,1.0,11210,4720,42.11,7514.17,83.49,76,90
ETHUSDm,5m,ema_cross_10_50,indicator,2.0,2.0,1.0,11241,4678,41.62,7467.92,82.98,70,90
ETHUSDm,5m,sma_cross_5_20,indicator,2.0,2.0,1.0,11204,4632,41.34,7395.98,82.18,68,90
ETHUSDm,5m,ema_cross_8_20,indicator,2.0,2.0,1.0,11204,4621,41.24,7380.81,82.01,70,90
ETHUSDm,5m,ema_cross_8_34,indicator,2.0,2.0,1.0,11221,4619,41.16,7356.73,81.74,68,90
ETHUSDm,5m,ema_cross_13_34,indicator,2.0,2.0,1.0,11235,4650,41.39,7352.39,81.69,71,90
ETHUSDm,5m,ema_cross_5_50,indicator,2.0,2.0,1.0,11230,4603,40.99,7228.01,80.31,67,90
ETHUSDm,5m,sma_cross_5_50,indicator,2.0,2.0,1.0,11207,4630,41.31,7055.28,78.39,68,90
ETHUSDm,5m,ema_cross_5_20,indicator,2.0,2.0,1.0,11226,4569,40.7,7026.55,78.07,67,90
ETHUSDm,5m,z_revert_0.8,volatility,2.0,2.0,1.0,7864,3722,47.33,6797.14,75.52,82,90
ETHUSDm,5m,z_revert_1.0,volatility,2.0,2.0,1.0,6718,3181,47.35,5786.61,64.3,79,90
ETHUSDm,5m,z_break_0.8,volatility,2.0,2.0,1.0,7798,3113,39.92,5621.85,62.47,64,90
ETHUSDm,5m,z_revert_1.2,volatility,2.0,2.0,1.0,5621,2727,48.51,5300.3,58.89,76,90
ETHUSDm,5m,rsi_revert_40_60,regime,2.0,2.0,1.0,4882,2394,49.04,5077.25,56.41,76,90
ETHUSDm,5m,z_break_1.0,volatility,2.0,2.0,1.0,6646,2627,39.53,5052.16,56.14,60,90
ETHUSDm,5m,donchian_break_20_k1.0,structure,2.0,2.0,1.0,5220,2056,39.39,4139.78,46.0,52,90
ETHUSDm,5m,z_revert_1.5,volatility,2.0,2.0,1.0,4066,1982,48.75,4035.53,44.84,72,90
ETHUSDm,5m,z_break_1.2,volatility,2.0,2.0,1.0,5539,2147,38.76,3793.79,42.15,54,90
ETHUSDm,5m,rsi_trend_40_60,regime,2.0,2.0,1.0,4872,1864,38.26,3653.03,40.59,53,90
ETHUSDm,5m,rsi_revert_35_65,regime,2.0,2.0,1.0,2517,1274,50.62,3355.26,37.28,63,90
ETHUSDm,5m,z_break_1.5,volatility,2.0,2.0,1.0,3983,1513,37.99,2797.5,31.08,46,90
ETHUSDm,5m,donchian_break_50_k1.0,structure,2.0,2.0,1.0,2523,958,37.97,2587.57,28.75,45,90
ETHUSDm,5m,donchian_break_20_k0.6,structure,2.0,2.0,1.0,2975,1164,39.13,2277.74,25.31,45,90
ETHUSDm,5m,rsi_trend_35_65,regime,2.0,2.0,1.0,2505,925,36.93,1988.43,22.09,34,90
ETHUSDm,5m,rsi_revert_30_70,regime,2.0,2.0,1.0,1183,589,49.79,1733.72,19.26,33,90
ETHUSDm,5m,rsi_trend_30_70,regime,2.0,2.0,1.0,1177,458,38.91,1606.77,17.85,29,90
ETHUSDm,5m,donchian_break_50_k0.6,structure,2.0,2.0,1.0,1347,515,38.23,1407.15,15.64,29,90
ETHUSDm,5m,donchian_break_20_k0.4,structure,2.0,2.0,1.0,1937,729,37.64,1287.74,14.31,28,90
ETHUSDm,5m,engulfing_body_0.2,pattern,2.0,2.0,1.0,1433,605,42.22,1137.47,12.64,24,90
ETHUSDm,5m,engulfing_body_0.35,pattern,2.0,2.0,1.0,1351,567,41.97,1123.18,12.48,23,90
ETHUSDm,5m,engulfing_body_0.5,pattern,2.0,2.0,1.0,1141,489,42.86,1079.93,12.0,19,90
ETHUSDm,5m,rsi_revert_25_75,regime,2.0,2.0,1.0,494,250,50.61,897.7,10.32,15,87
ETHUSDm,5m,rsi_trend_25_75,regime,2.0,2.0,1.0,491,195,39.71,846.71,9.73,17,87
ETHUSDm,5m,donchian_break_50_k0.4,structure,2.0,2.0,1.0,839,312,37.19,801.06,8.9,16,90
ETHUSDm,5m,engulfing_body_0.65,pattern,2.0,2.0,1.0,772,322,41.71,730.87,8.12,13,90
ETHUSDm,5m,donchian_break_20_k0.2,structure,2.0,2.0,1.0,922,331,35.9,676.31,7.51,16,90
ETHUSDm,5m,rsi_trend_20_80,regime,2.0,2.0,1.0,174,72,41.38,414.82,6.91,9,60
ETHUSDm,5m,rsi_revert_20_80,regime,2.0,2.0,1.0,174,86,49.43,348.7,5.81,4,60
