pair,timeframe,strategy,trades,net_pnl,avg_daily_pnl,win_rate,max_dd
USOILm,3m,S43_custom_both_5_30,3373,-446.24,-5.8,30.57,-446.34
USOILm,3m,S12_ema_rsi_short_10_34,2708,-426.13,-5.92,30.32,-428.59
USOILm,3m,S05_ema_rsi_long_8_21,3963,-500.11,-6.85,36.01,-500.12
USOILm,3m,S06_ema_rsi_short_8_21,3277,-585.63,-8.02,32.9,-586.18
USOILm,3m,S02_ema_rsi_long_5_20,4682,-678.86,-9.3,41.44,-678.86
USOILm,3m,S03_ema_rsi_short_5_20,3887,-754.04,-9.92,37.38,-754.08
USOILm,3m,S07_ema_rsi_both_9_30,5937,-802.49,-10.56,32.27,-802.83
USOILm,3m,S10_ema_rsi_both_10_34,6102,-824.87,-10.85,31.42,-825.81
USOILm,3m,S04_ema_rsi_both_8_21,7185,-1093.03,-14.2,34.56,-1093.03
USOILm,3m,S01_ema_rsi_both_5_20,8475,-1418.04,-18.42,39.65,-1418.04
USOILm,3m,S23_donchian_both_15,0,0.0,0.0,0.0,0.0
USOILm,3m,S24_donchian_short_15,0,0.0,0.0,0.0,0.0
USOILm,3m,S27_donchian_both_30,0,0.0,0.0,0.0,0.0
USOILm,3m,S28_donchian_short_30,0,0.0,0.0,0.0,0.0
USOILm,3m,S29_donchian_both_40,0,0.0,0.0,0.0,0.0
USOILm,3m,S30_donchian_short_40,0,0.0,0.0,0.0,0.0
USOILm,3m,S31_donchian_both_50,0,0.0,0.0,0.0,0.0
USOILm,3m,S32_donchian_short_50,0,0.0,0.0,0.0,0.0
USOILm,3m,S45_custom_both_8_34,0,0.0,0.0,0.0,0.0
USOILm,3m,S46_custom_short_8_34,0,0.0,0.0,0.0,0.0
USOILm,3m,S47_custom_both_10_40,0,0.0,0.0,0.0,0.0
USOILm,3m,S48_custom_short_10_40,0,0.0,0.0,0.0,0.0
USOILm,3m,S49_custom_both_12_45,0,0.0,0.0,0.0,0.0
USOILm,3m,S50_custom_short_12_45,0,0.0,0.0,0.0,0.0
USOILm,5m,S22_bb_rsi_long_40_2p8,145,-1.11,-0.02,39.31,-9.46
USOILm,5m,S20_bb_rsi_long_30_2p6,210,-3.46,-0.05,41.9,-14.0
USOILm,5m,S18_bb_rsi_long_30_2p2,432,-16.77,-0.24,41.9,-27.54
USOILm,5m,S21_bb_rsi_both_40_2p8,309,-23.62,-0.33,36.89,-34.28
USOILm,5m,S19_bb_rsi_both_30_2p6,459,-28.08,-0.38,38.78,-39.52
USOILm,5m,S16_bb_rsi_long_20_2p4,305,-27.9,-0.42,42.62,-41.16
USOILm,5m,S15_bb_rsi_both_20_2p4,639,-60.24,-0.8,41.63,-69.62
USOILm,5m,S17_bb_rsi_both_30_2p2,930,-73.53,-0.98,38.82,-78.17
USOILm,5m,S14_bb_rsi_long_20_2p0,609,-80.75,-1.15,43.02,-85.58
USOILm,5m,S26_donchian_short_20,487,-98.7,-1.43,29.16,-104.28
USOILm,5m,S38_structure_long_8_32,865,-106.12,-1.56,32.6,-107.06
USOILm,5m,S42_structure_long_12_36,835,-111.73,-1.64,31.98,-114.86
USOILm,5m,S40_structure_long_10_30,890,-146.82,-2.16,32.13,-146.82
USOILm,5m,S25_donchian_both_20,1173,-166.78,-2.25,30.52,-170.07
USOILm,5m,S36_structure_long_7_28,897,-159.96,-2.35,33.44,-159.96
USOILm,5m,S41_structure_both_12_36,1463,-170.49,-2.4,33.01,-173.71
USOILm,5m,S37_structure_both_8_32,1507,-172.04,-2.42,33.71,-172.14
USOILm,5m,S34_structure_long_6_24,915,-167.33,-2.43,35.85,-167.33
USOILm,5m,S11_ema_rsi_long_10_34,2088,-175.97,-2.44,35.06,-178.3
USOILm,5m,S44_custom_short_5_30,889,-185.95,-2.66,28.68,-186.97
USOILm,5m,S08_ema_rsi_long_9_30,2042,-191.75,-2.66,35.85,-192.93
USOILm,5m,S13_bb_rsi_both_20_2p0,1307,-217.9,-2.87,40.78,-219.91
USOILm,5m,S39_structure_both_10_30,1550,-221.9,-3.13,33.61,-221.9
USOILm,5m,S35_structure_both_7_28,1560,-238.64,-3.36,35.0,-238.64
USOILm,5m,S43_custom_both_5_30,2003,-283.88,-3.74,31.2,-284.53
USOILm,5m,S05_ema_rsi_long_8_21,2447,-276.31,-3.84,37.27,-276.77
USOILm,5m,S33_structure_both_6_24,1595,-276.99,-3.9,37.12,-276.99
USOILm,5m,S09_ema_rsi_short_9_30,1586,-278.97,-3.93,31.78,-281.13
USOILm,5m,S12_ema_rsi_short_10_34,1614,-286.23,-4.03,30.61,-287.87
USOILm,5m,S02_ema_rsi_long_5_20,2867,-367.92,-5.11,42.69,-368.2
USOILm,5m,S06_ema_rsi_short_8_21,1961,-368.44,-5.12,34.63,-370.25
USOILm,5m,S07_ema_rsi_both_9_30,3605,-463.63,-6.1,34.15,-465.01
USOILm,5m,S10_ema_rsi_both_10_34,3693,-466.14,-6.13,32.98,-467.83
USOILm,5m,S03_ema_rsi_short_5_20,2338,-452.58,-6.29,39.35,-452.74
USOILm,5m,S04_ema_rsi_both_8_21,4366,-645.13,-8.49,36.05,-646.08
USOILm,5m,S01_ema_rsi_both_5_20,5140,-813.71,-10.71,41.23,-813.99
USOILm,5m,S23_donchian_both_15,0,0.0,0.0,0.0,0.0
USOILm,5m,S24_donchian_short_15,0,0.0,0.0,0.0,0.0
USOILm,5m,S27_donchian_both_30,0,0.0,0.0,0.0,0.0
USOILm,5m,S28_donchian_short_30,0,0.0,0.0,0.0,0.0
USOILm,5m,S29_donchian_both_40,0,0.0,0.0,0.0,0.0
USOILm,5m,S30_donchian_short_40,0,0.0,0.0,0.0,0.0
USOILm,5m,S31_donchian_both_50,0,0.0,0.0,0.0,0.0
USOILm,5m,S32_donchian_short_50,0,0.0,0.0,0.0,0.0
USOILm,5m,S45_custom_both_8_34,0,0.0,0.0,0.0,0.0
USOILm,5m,S46_custom_short_8_34,0,0.0,0.0,0.0,0.0
USOILm,5m,S47_custom_both_10_40,0,0.0,0.0,0.0,0.0
USOILm,5m,S48_custom_short_10_40,0,0.0,0.0,0.0,0.0
USOILm,5m,S49_custom_both_12_45,0,0.0,0.0,0.0,0.0
USOILm,5m,S50_custom_short_12_45,0,0.0,0.0,0.0,0.0
XAUUSDm,1m,S22_bb_rsi_long_40_2p8,578,-301.22,-6.41,34.43,-304.86
XAUUSDm,1m,S20_bb_rsi_long_30_2p6,836,-554.04,-11.79,33.85,-562.04
XAUUSDm,1m,S21_bb_rsi_both_40_2p8,984,-681.86,-13.64,30.39,-684.23
XAUUSDm,1m,S32_donchian_short_50,873,-806.29,-17.16,24.4,-815.21
XAUUSDm,1m,S30_donchian_short_40,996,-916.59,-19.5,25.3,-917.03
XAUUSDm,1m,S19_bb_rsi_both_30_2p6,1411,-1159.05,-23.18,29.91,-1169.64
XAUUSDm,1m,S16_bb_rsi_long_20_2p4,1132,-1153.82,-24.55,36.4,-1162.22
XAUUSDm,1m,S18_bb_rsi_long_30_2p2,1676,-1272.55,-27.08,34.49,-1281.04
XAUUSDm,1m,S28_donchian_short_30,1289,-1359.32,-28.92,25.99,-1361.9
XAUUSDm,1m,S31_donchian_both_50,1636,-1449.87,-29.0,25.43,-1466.53
XAUUSDm,1m,S29_donchian_both_40,1837,-1681.58,-33.63,26.35,-1690.17
XAUUSDm,1m,S50_custom_short_12_45,1700,-1585.61,-33.74,24.76,-1592.15
XAUUSDm,1m,S48_custom_short_10_40,1945,-1854.2,-39.45,25.66,-1863.49
XAUUSDm,1m,S26_donchian_short_20,1688,-2078.42,-44.22,27.37,-2079.92
XAUUSDm,1m,S15_bb_rsi_both_20_2p4,2000,-2295.16,-45.9,34.4,-2297.19
XAUUSDm,1m,S46_custom_short_8_34,2257,-2355.12,-50.11,27.03,-2358.01
XAUUSDm,1m,S27_donchian_both_30,2370,-2507.45,-50.15,26.33,-2513.45
XAUUSDm,1m,S24_donchian_short_15,1892,-2358.03,-50.17,31.61,-2358.53
XAUUSDm,1m,S17_bb_rsi_both_30_2p2,2998,-2684.46,-53.69,31.69,-2693.26
XAUUSDm,1m,S42_structure_long_12_36,2361,-2686.57,-53.73,25.67,-2691.01
XAUUSDm,1m,S49_custom_both_12_45,2920,-2695.11,-53.9,25.1,-2709.75
XAUUSDm,1m,S14_bb_rsi_long_20_2p0,2335,-2844.44,-60.52,36.49,-2851.95
XAUUSDm,1m,S38_structure_long_8_32,2416,-3056.63,-61.13,27.19,-3064.13
XAUUSDm,1m,S47_custom_both_10_40,3369,-3297.85,-65.96,25.76,-3315.84
XAUUSDm,1m,S44_custom_short_5_30,2652,-3103.45,-66.03,30.02,-3108.18
XAUUSDm,1m,S40_structure_long_10_30,2484,-3402.29,-68.05,29.71,-3411.26
XAUUSDm,1m,S36_structure_long_7_28,2505,-3452.44,-69.05,30.62,-3463.2
XAUUSDm,1m,S25_donchian_both_20,3077,-3712.68,-74.25,28.34,-3717.19
XAUUSDm,1m,S34_structure_long_6_24,2575,-3974.21,-79.48,31.46,-3984.2
XAUUSDm,1m,S45_custom_both_8_34,3896,-4198.6,-83.97,26.98,-4207.04
XAUUSDm,1m,S23_donchian_both_15,3348,-4212.99,-84.26,31.9,-4218.47
XAUUSDm,1m,S41_structure_both_12_36,4730,-5125.79,-102.52,26.51,-5142.04
XAUUSDm,1m,S08_ema_rsi_long_9_30,4212,-5158.87,-105.28,28.94,-5170.05
XAUUSDm,1m,S09_ema_rsi_short_9_30,4752,-5133.43,-109.22,30.16,-5143.49
XAUUSDm,1m,S43_custom_both_5_30,4625,-5606.52,-112.13,29.75,-5620.84
XAUUSDm,1m,S13_bb_rsi_both_20_2p0,4334,-5762.76,-115.26,34.7,-5772.03
XAUUSDm,1m,S37_structure_both_8_32,4862,-5865.03,-117.3,28.22,-5880.51
XAUUSDm,1m,S11_ema_rsi_long_10_34,4343,-5770.23,-117.76,28.09,-5784.47
XAUUSDm,1m,S12_ema_rsi_short_10_34,4834,-5709.32,-121.47,28.73,-5719.08
XAUUSDm,1m,S39_structure_both_10_30,4991,-6575.06,-131.5,31.0,-6592.39
XAUUSDm,1m,S35_structure_both_7_28,5033,-6694.93,-133.9,32.01,-6714.72
XAUUSDm,1m,S05_ema_rsi_long_8_21,4960,-6866.97,-137.34,31.45,-6880.65
XAUUSDm,1m,S06_ema_rsi_short_8_21,5706,-7043.56,-149.86,33.54,-7045.87
XAUUSDm,1m,S33_structure_both_6_24,5161,-7657.09,-153.14,33.19,-7674.9
XAUUSDm,1m,S02_ema_rsi_long_5_20,5639,-8929.07,-178.58,30.54,-8940.86
XAUUSDm,1m,S03_ema_rsi_short_5_20,6589,-9420.28,-200.43,33.5,-9424.02
XAUUSDm,1m,S07_ema_rsi_both_9_30,8921,-10237.81,-204.76,29.56,-10256.32
XAUUSDm,1m,S10_ema_rsi_both_10_34,9145,-11417.62,-228.35,28.44,-11437.5
XAUUSDm,1m,S04_ema_rsi_both_8_21,10617,-13833.36,-276.67,32.57,-13844.94
XAUUSDm,1m,S01_ema_rsi_both_5_20,12130,-18222.63,-364.45,32.15,-18232.85
XAUUSDm,3m,S22_bb_rsi_long_40_2p8,221,-41.31,-0.9,37.1,-54.32
XAUUSDm,3m,S21_bb_rsi_both_40_2p8,347,-77.49,-1.55,35.73,-82.69
XAUUSDm,3m,S20_bb_rsi_long_30_2p6,317,-101.95,-2.17,36.59,-109.09
XAUUSDm,3m,S32_donchian_short_50,265,-145.19,-3.16,26.42,-159.02
XAUUSDm,3m,S19_bb_rsi_both_30_2p6,506,-193.2,-3.86,34.78,-198.15
XAUUSDm,3m,S50_custom_short_12_45,542,-187.99,-4.0,30.63,-240.13
XAUUSDm,3m,S18_bb_rsi_long_30_2p2,578,-199.43,-4.24,38.93,-205.5
XAUUSDm,3m,S16_bb_rsi_long_20_2p4,413,-205.53,-4.37,42.13,-207.07
XAUUSDm,3m,S30_donchian_short_40,314,-223.7,-4.86,25.16,-233.96
XAUUSDm,3m,S31_donchian_both_50,512,-243.33,-4.87,27.34,-248.73
XAUUSDm,3m,S48_custom_short_10_40,634,-293.51,-6.24,29.81,-320.12
XAUUSDm,3m,S29_donchian_both_40,588,-342.39,-6.85,27.21,-351.03
XAUUSDm,3m,S28_donchian_short_30,406,-332.3,-7.07,24.88,-336.74
XAUUSDm,3m,S46_custom_short_8_34,729,-361.68,-7.7,31.28,-396.28
XAUUSDm,3m,S49_custom_both_12_45,934,-388.33,-7.77,28.59,-394.15
XAUUSDm,3m,S17_bb_rsi_both_30_2p2,1017,-437.52,-8.75,36.09,-439.92
XAUUSDm,3m,S26_donchian_short_20,553,-457.87,-9.74,27.49,-467.51
XAUUSDm,3m,S15_bb_rsi_both_20_2p4,717,-490.77,-9.82,36.82,-496.07
XAUUSDm,3m,S44_custom_short_5_30,855,-463.73,-9.87,32.51,-481.56
XAUUSDm,3m,S27_donchian_both_30,753,-510.52,-10.21,27.22,-516.29
XAUUSDm,3m,S42_structure_long_12_36,805,-511.24,-10.43,28.57,-512.3
XAUUSDm,3m,S47_custom_both_10_40,1080,-542.24,-10.84,28.8,-549.38
XAUUSDm,3m,S24_donchian_short_15,612,-518.49,-11.03,30.39,-525.43
XAUUSDm,3m,S14_bb_rsi_long_20_2p0,800,-519.11,-11.04,43.38,-526.4
XAUUSDm,3m,S38_structure_long_8_32,822,-570.52,-11.64,29.32,-571.19
XAUUSDm,3m,S40_structure_long_10_30,848,-637.79,-13.02,31.6,-640.16
XAUUSDm,3m,S36_structure_long_7_28,861,-638.76,-13.04,33.57,-640.73
XAUUSDm,3m,S45_custom_both_8_34,1241,-688.04,-13.76,29.98,-696.38
XAUUSDm,3m,S25_donchian_both_20,1014,-734.47,-14.69,29.59,-737.42
XAUUSDm,3m,S34_structure_long_6_24,883,-729.18,-14.88,37.03,-730.85
XAUUSDm,3m,S23_donchian_both_15,1079,-790.85,-15.82,32.72,-792.03
XAUUSDm,3m,S09_ema_rsi_short_9_30,1513,-832.15,-17.71,32.91,-848.66
XAUUSDm,3m,S43_custom_both_5_30,1475,-911.8,-18.24,31.66,-924.23
XAUUSDm,3m,S08_ema_rsi_long_9_30,1314,-888.35,-18.9,30.9,-894.33
XAUUSDm,3m,S12_ema_rsi_short_10_34,1527,-889.78,-18.93,31.76,-911.6
XAUUSDm,3m,S41_structure_both_12_36,1599,-1014.71,-20.29,29.58,-1020.85
XAUUSDm,3m,S11_ema_rsi_long_10_34,1354,-975.71,-20.76,29.84,-981.85
XAUUSDm,3m,S37_structure_both_8_32,1636,-1118.38,-22.37,30.68,-1122.62
XAUUSDm,3m,S13_bb_rsi_both_20_2p0,1472,-1129.27,-22.59,40.42,-1135.47
XAUUSDm,3m,S05_ema_rsi_long_8_21,1552,-1167.52,-23.83,35.7,-1171.54
XAUUSDm,3m,S39_structure_both_10_30,1682,-1252.9,-25.06,32.82,-1256.03
XAUUSDm,3m,S06_ema_rsi_short_8_21,1816,-1189.08,-25.3,36.62,-1205.35
XAUUSDm,3m,S35_structure_both_7_28,1705,-1280.02,-25.6,34.49,-1284.44
XAUUSDm,3m,S33_structure_both_6_24,1753,-1462.33,-29.25,38.05,-1466.04
XAUUSDm,3m,S02_ema_rsi_long_5_20,1746,-1545.71,-32.2,41.47,-1548.95
XAUUSDm,3m,S03_ema_rsi_short_5_20,2089,-1596.04,-33.96,42.51,-1607.52
XAUUSDm,3m,S07_ema_rsi_both_9_30,2821,-1730.68,-34.61,31.94,-1748.97
XAUUSDm,3m,S10_ema_rsi_both_10_34,2875,-1860.67,-37.21,30.92,-1879.44
XAUUSDm,3m,S04_ema_rsi_both_8_21,3349,-2340.74,-46.81,36.25,-2357.87
XAUUSDm,3m,S01_ema_rsi_both_5_20,3803,-3097.44,-61.95,42.2,-3108.74
XAUUSDm,5m,S32_donchian_short_50,159,-31.87,-0.76,32.08,-70.16
XAUUSDm,5m,S50_custom_short_12_45,321,-44.49,-0.97,32.71,-120.04
XAUUSDm,5m,S30_donchian_short_40,180,-48.8,-1.08,31.67,-75.35
XAUUSDm,5m,S31_donchian_both_50,306,-51.83,-1.1,32.68,-86.78
XAUUSDm,5m,S20_bb_rsi_long_30_2p6,198,-63.19,-1.4,33.84,-73.93
XAUUSDm,5m,S22_bb_rsi_long_40_2p8,142,-53.75,-1.41,33.1,-60.95
XAUUSDm,5m,S28_donchian_short_30,222,-66.16,-1.44,32.88,-85.89
XAUUSDm,5m,S29_donchian_both_40,346,-93.56,-1.91,32.08,-116.34
XAUUSDm,5m,S48_custom_short_10_40,360,-86.62,-1.92,32.5,-151.16
XAUUSDm,5m,S21_bb_rsi_both_40_2p8,234,-95.77,-1.95,32.05,-103.46
XAUUSDm,5m,S16_bb_rsi_long_20_2p4,246,-108.77,-2.31,39.84,-112.56
XAUUSDm,5m,S19_bb_rsi_both_30_2p6,329,-120.31,-2.41,33.13,-125.41
XAUUSDm,5m,S49_custom_both_12_45,551,-124.62,-2.49,33.39,-195.92
XAUUSDm,5m,S46_custom_short_8_34,421,-140.79,-3.13,31.59,-204.86
XAUUSDm,5m,S27_donchian_both_30,431,-155.77,-3.18,31.55,-162.53
XAUUSDm,5m,S18_bb_rsi_long_30_2p2,341,-158.32,-3.37,33.43,-175.06
XAUUSDm,5m,S26_donchian_short_20,302,-164.51,-3.58,31.13,-187.83
XAUUSDm,5m,S44_custom_short_5_30,517,-170.37,-3.7,34.24,-233.1
XAUUSDm,5m,S47_custom_both_10_40,621,-187.75,-3.83,33.33,-238.28
XAUUSDm,5m,S24_donchian_short_15,356,-178.58,-3.88,34.83,-195.92
XAUUSDm,5m,S15_bb_rsi_both_20_2p4,418,-202.1,-4.04,38.76,-204.18
XAUUSDm,5m,S42_structure_long_12_36,460,-207.98,-4.33,32.61,-213.53
XAUUSDm,5m,S14_bb_rsi_long_20_2p0,474,-222.59,-4.74,44.09,-228.93
XAUUSDm,5m,S38_structure_long_8_32,476,-252.32,-5.26,32.35,-261.93
XAUUSDm,5m,S40_structure_long_10_30,486,-261.2,-5.44,34.36,-270.89
XAUUSDm,5m,S23_donchian_both_15,618,-269.99,-5.51,35.76,-282.05
XAUUSDm,5m,S36_structure_long_7_28,488,-272.63,-5.68,35.25,-281.51
XAUUSDm,5m,S17_bb_rsi_both_30_2p2,616,-287.11,-5.74,33.44,-287.11
XAUUSDm,5m,S45_custom_both_8_34,738,-296.56,-6.05,31.57,-332.65
XAUUSDm,5m,S25_donchian_both_20,563,-304.57,-6.22,30.73,-318.43
XAUUSDm,5m,S09_ema_rsi_short_9_30,868,-297.44,-6.33,35.6,-336.14
XAUUSDm,5m,S34_structure_long_6_24,495,-311.98,-6.5,38.38,-321.95
XAUUSDm,5m,S12_ema_rsi_short_10_34,876,-336.23,-7.15,34.47,-356.12
XAUUSDm,5m,S41_structure_both_12_36,890,-362.95,-7.26,33.03,-373.7
XAUUSDm,5m,S43_custom_both_5_30,891,-370.83,-7.57,33.0,-402.03
XAUUSDm,5m,S08_ema_rsi_long_9_30,768,-385.11,-8.37,32.94,-392.64
XAUUSDm,5m,S37_structure_both_8_32,913,-425.31,-8.51,33.63,-439.59
XAUUSDm,5m,S11_ema_rsi_long_10_34,778,-415.51,-9.03,31.88,-423.15
XAUUSDm,5m,S39_structure_both_10_30,934,-452.29,-9.05,35.97,-469.51
XAUUSDm,5m,S35_structure_both_7_28,939,-476.87,-9.54,37.06,-492.69
XAUUSDm,5m,S13_bb_rsi_both_20_2p0,879,-504.49,-10.09,41.64,-515.95
XAUUSDm,5m,S06_ema_rsi_short_8_21,1050,-477.62,-10.16,38.29,-492.25
XAUUSDm,5m,S33_structure_both_6_24,955,-540.53,-10.81,40.63,-554.25
XAUUSDm,5m,S05_ema_rsi_long_8_21,895,-548.88,-11.68,34.97,-556.98
XAUUSDm,5m,S07_ema_rsi_both_9_30,1628,-677.87,-13.56,34.34,-693.24
XAUUSDm,5m,S02_ema_rsi_long_5_20,1020,-692.65,-14.43,42.35,-700.57
XAUUSDm,5m,S10_ema_rsi_both_10_34,1652,-747.0,-14.94,33.29,-761.18
XAUUSDm,5m,S03_ema_rsi_short_5_20,1203,-710.42,-15.12,42.48,-723.8
XAUUSDm,5m,S04_ema_rsi_both_8_21,1940,-1018.41,-20.37,36.86,-1035.87
XAUUSDm,5m,S01_ema_rsi_both_5_20,2207,-1404.73,-28.09,42.27,-1417.46
